years hunting,years hunted last 5,antlered harvest,antlerless harvest,land,land fee,trail cameras,hunt other states,which other state,archery bear,I hunt with the goal of harvesting an antlered deer only.,I do not care if I harvest an antlered or antlerless deer  as long as I get a deer.,archery hunt,archery wmu,archery days,archery antlered harvest,archery antlerless harvest,archery land,archery weapon,archery hunting camp,archery portable treestand,archery permanent treestand,archery urine lure,archery live in wmu,archery miles travelled,hunt opening day,firearm wmu,firearm antlered harvest,firearm antlerless harvest,days scouting,firearm land,Muzzleloader days,archery flintlock days,1st monday,1st tuesday,1st wednesday,1st thursday,1st friday,1st saturday,2nd monday,2nd tuesday,2nd wednesday,2nd thursday,2nd friday,2nd saturday,firearm hunting camp,firearm portable treestand,firearm permanent treestand,firearm urine lure,deer drive,firearm live in wmu,firearm miles travelled,age began,education,current home,start home,mentor,health,archery num,Base Hunting License,Resident Archery,Resident Muzzleloader,Non-resident Archery,Non-resident Muzzleloader,No. Antls Licenses - Resident,No. Antls Licenses - Resident Landowner,No. Antls Licenses for Special Regulations - Resident,No. Antls Licenses - Resident Military,No. Antls Licenses - Resident Disabled Vet,Priv 605,Priv 606,No. Antls Licenses - Non-resident,No. Antls Licenses - Non-resident Landowner,No. DMAP Permits - Resident,No. DMAP Permits - Non-resident,No. DMAP Permit - Resident,No. DMAP Permit - Non-resident
46,5,No,0,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,2,4,public,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,No,No,No,No,No,No,30,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
42,5,Yes,0,private,No,0,No,,No,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,5,private,0,0,Monday,,,,Friday,Saturday,,,,,,Saturday,Yes,No,Yes,No,Yes,Yes,8,16,High school or less,Country/rural,County/rural,Other adult,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
60,5,No,1,both,Yes,0,No,,No,Disagree,Strongly Disagree,Yes,5B,11-15 days,No,1,private,vertical bow.,Yes,No,Yes,No,Yes,17,Yes,4D,No,0,2,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,,,,,,,,Yes,No,No,No,Yes,No,102,12,College graduate,Rural town/village,City,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),13,Resident Senior,,,,,1,,,,,,,,,,,,
63,5,No,0,both,No,1,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,7,both,0,0,Monday,Tuesday,,,Friday,Saturday,Monday,,Wednesday,,,Saturday,Yes,No,No,Yes,Yes,Yes,5,12,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
41,5,No,1,private,No,0,No,,No,Strongly Agree,Agree,Yes,2A,11-15 days,No,1,private,crossbow,No,Yes,No,No,No,5,Yes,4D,No,0,2,public,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,,,,No,Yes,No,No,No,No,125,12,High school or less,City,City,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,,,,2,,,,,,,,,,,,
5,5,No,0,private,No,0,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,No,4D,No,0,2,private,0,0,,,Wednesday,Thursday,,,,,,,,,Yes,Yes,Yes,No,Yes,No,150,40,College graduate,Suburban,Suburban,Other adult,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
11,5,No,0,private,No,0,No,,No,Agree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,No,No,No,No,25,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
41,3,Yes,0,public,No,1,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,0,8,public,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,,,,No,No,Yes,No,No,No,400,12,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Non-Resident Adult,,,,,,,,,,,,,,,,,
23,5,Yes,0,public,No,3,Yes,MD WV,No,Neither Agree nor Disagree,Agree,Yes,4D,3-5 days,No,0,public,both,No,Yes,No,No,No,135,Yes,4D,Yes,0,7,public,0,0,Monday,Tuesday,,,,,,,,,,Saturday,No,Yes,No,No,Yes,No,135,12,College graduate,Suburban,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Non-Resident Adult,,,Yes,,,,,,,,,1,,,,,
10,5,No,0,both,No,5,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,,4D,No,0,15,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,Saturday,No,Yes,Yes,Yes,No,Yes,0,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Military,,,,,,,,1,,,,,,,,,
70,5,No,0,public,No,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,0,0,Monday,Tuesday,Wednesday,,,,,,,,,,Yes,No,No,No,No,Yes,30,12,Some college/vocational training,City,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,,,,,,,,,,,,,
46,5,No,0,public,No,0,No,,No,Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,2,0,Monday,Tuesday,,,,,,,,,Friday,Saturday,Yes,No,No,No,No,No,60,12,College graduate,Country/rural,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,Yes,,,1,,,,,,,,,,,1,
57,5,No,1,both,No,0,No,,No,Strongly Agree,Agree,Yes,4D,6-10 days,No,0,both,crossbow,No,No,Yes,No,No,120,Yes,4D,No,1,3,both,3,0,,,,Thursday,Friday,Saturday,Monday,Tuesday,,,,,No,No,Yes,No,No,No,120,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Senior,,,,,2,,,,,,,,,,,,
38,5,No,0,both,No,1,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,10,both,0,0,Monday,Tuesday,,,,Saturday,Monday,,,,,Saturday,No,No,Yes,Yes,No,No,25,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,Yes,,,,,,,,,,,,,,,,
5,5,No,0,both,No,0,No,,No,Disagree,Agree,Yes,4D,3-5 days,No,0,private,crossbow,No,No,Yes,No,Yes,40,No,4D,No,0,5,both,0,0,Monday,,Wednesday,,,Saturday,,,,,Friday,Saturday,No,No,Yes,No,No,Yes,40,48,Some college/vocational training,Rural town/village,Rural town/village,Relative,Good (minor health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
35,5,No,0,both,No,5,No,,Yes,Agree,Agree,Yes,4D,More than 15 days,No,0,both,crossbow,No,Yes,Yes,No,Yes,1,Yes,4D,No,0,5,both,0,5,Monday,Tuesday,Wednesday,,,Saturday,,,,,,Saturday,No,Yes,Yes,No,No,Yes,1,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Adult,Yes,,,,2,,,,,,,,,,,,
2,2,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,5,both,0,0,Monday,,,,,,,,,,,Saturday,Yes,No,No,No,Yes,Yes,15,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
2,4,No,0,public,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,No,4D,No,0,3,public,2,0,,,,,,Saturday,Monday,,,,,,No,No,No,No,No,No,100,12,High school or less,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
12,5,No,0,private,No,3,No,,No,Strongly Disagree,Strongly Agree,Yes,4D,6-10 days,No,0,private,vertical bow.,No,Yes,No,No,No,180,No,4D,No,0,5,private,2,2,,,,,,Saturday,,,,,,Saturday,No,Yes,No,No,No,No,180,13,College graduate,Suburban,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,Yes,,,1,,1,,,,,,,,,,
52,5,No,1,private,Yes,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,1,0,private,0,0,Monday,Tuesday,,,,,,,,,,Saturday,No,No,No,No,No,No,20,27,Some college/vocational training,Country/rural,County/rural,No one,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
40,3,No,0,private,No,0,No,,No,Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,2,private,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,,,,Yes,Yes,No,No,No,No,2200,15,Some college/vocational training,,County/rural,Other adult,Excellent (no health problems or injuries),,Non-Resident Adult,,,,,,,,,,,,,,,,,
33,5,Yes,0,both,No,2,Yes,MD,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,5D,11-15 days,No,0,private,vertical bow.,No,Yes,No,Yes,Yes,10,Yes,4D,Yes,0,5,private,,5,,,,,,,,,,,Friday,Saturday,Yes,Yes,Yes,Yes,Yes,No,200,12,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,,,,1,,4,,,,,,,,,,
49,5,Yes,1,private,No,11,No,,Yes,Strongly Agree,Neither Agree nor Disagree,Yes,4D,11-15 days,Yes,0,private,crossbow,Yes,Yes,No,No,Yes,10,Yes,4D,Yes,0,10,private,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,,,,Yes,Yes,No,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,Yes,,,,,,,,,,,,,,,
16,5,No,0,public,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,1,public,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,No,80,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
30,5,No,0,both,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,21,both,0,14,Monday,Tuesday,,Thursday,Friday,Saturday,,,,,,,Yes,Yes,No,No,No,Yes,10,12,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
40,4,No,0,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,5,both,0,0,Monday,Tuesday,,,Friday,Saturday,,,,,,Saturday,Yes,No,No,No,No,Yes,12,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,1,,,,,,,,,,,,
28,5,No,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,0,0,Monday,Tuesday,,,,,,,,,,,No,No,No,No,Yes,No,15,23,Some college/vocational training,Rural town/village,Suburban,Relative,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
13,5,No,0,private,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,0,0,Monday,Tuesday,Wednesday,,,,,,,,Friday,Saturday,No,No,No,No,Yes,No,150,12,College graduate,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
12,5,Yes,0,public,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,Yes,0,12,public,0,0,Monday,Tuesday,,,,Saturday,Monday,Tuesday,,,,Saturday,No,No,No,No,Yes,Yes,12,18,High school or less,Suburban,Suburban,Relative,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
44,5,No,0,private,No,5,No,,No,Strongly Agree,Strongly Disagree,Yes,4D,11-15 days,No,0,private,vertical bow.,No,Yes,No,Yes,Yes,5,Yes,4D,No,0,20,private,0,0,Monday,,Wednesday,Thursday,Friday,Saturday,,,,,,Saturday,No,Yes,No,Yes,No,Yes,5,12,High school or less,Country/rural,County/rural,Relative,Good (minor health problems or injuries),13,Resident Adult,Yes,,,,1,,,,,,,,,,,,
43,5,No,0,private,No,0,No,,No,Strongly Disagree,Strongly Agree,Yes,4D,6-10 days,No,0,both,crossbow,No,Yes,Yes,No,Yes,19,Yes,4D,No,0,0,private,5,7,Monday,,,,,Saturday,Monday,,,,,Saturday,No,No,No,No,No,Yes,7,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,,Yes,,,1,,,,,,,,,,,,
51,5,No,0,both,No,0,No,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,4D,3-5 days,No,0,both,crossbow,No,No,No,No,Yes,10,Yes,4D,No,0,0,both,0,0,Monday,Tuesday,,,Friday,Saturday,Monday,,,,Friday,Saturday,No,No,No,No,No,Yes,10,12,Some college/vocational training,Country/rural,City,Parent or Grandparent,Good (minor health problems or injuries),4,Resident Adult,Yes,,,,1,,,,,,,,,,,,
25,2,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,,,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,1,15,High school or less,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
20,5,No,0,both,No,1,No,,No,Strongly Disagree,Strongly Agree,Yes,4D,6-10 days,No,0,both,crossbow,No,No,Yes,Yes,Yes,15,No,4D,No,0,3,both,0,0,,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,Wednesday,,Friday,,No,No,Yes,Yes,No,Yes,15,16,Some college/vocational training,Suburban,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
45,5,No,0,private,Yes,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,,,Monday,Tuesday,,,,,,,,,,,Yes,Yes,,No,No,No,100,14,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
63,5,No,0,both,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,1,1,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,,,No,No,No,No,No,Yes,10,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
49,5,No,1,both,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,4D,No,1,8,both,8,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,,Friday,Saturday,No,No,Yes,No,No,Yes,10,12,Some college/vocational training,Country/rural,County/rural,Other adult,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
20,5,No,1,both,Yes,0,No,,No,Neither Agree nor Disagree,Agree,Yes,4D,11-15 days,No,0,,crossbow,No,No,No,No,Yes,15,Yes,4D,Yes,1,10,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,Wednesday,Thursday,,,No,No,No,No,No,Yes,20,13,Some college/vocational training,Country/rural,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),13,Resident Adult,Yes,,,,1,,,,,,,,,,,,
12,1,No,0,public,No,0,No,,No,,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,2,public,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,10,12,Some college/vocational training,Country/rural,County/rural,Other adult,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
65,3,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,4D,No,0,0,private,1,1,Monday,,,,,,Monday,,,,,,No,No,Yes,No,No,Yes,3,15,Some college/vocational training,Country/rural,County/rural,Relative,Good (minor health problems or injuries),,Resident Senior,,,,,,,,,,,,,,,,,
62,5,No,0,both,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,14,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,No,10,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,Yes,,,1,,,,,,,,,,,,
30,5,No,1,both,No,2,Yes,DE,No,Disagree,Disagree,Yes,4D,11-15 days,No,0,both,vertical bow.,No,Yes,Yes,Yes,No,0,Yes,4D,No,1,10,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,No,Yes,Yes,Yes,No,No,0,30,Some college/vocational training,Country/rural,,Friend,Fair (some health problems or injuries that affect my daily life and mobility),13,Non-Resident Adult,,,Yes,,,,,,,,,1,,,,,
9,5,Yes,1,public,No,2,No,,Yes,Strongly Disagree,Agree,Yes,4D,11-15 days,Yes,1,public,vertical bow.,No,No,Yes,Yes,No,25,No,4D,No,0,10,public,0,0,,,,,,Saturday,Monday,,Wednesday,,Friday,Saturday,No,No,Yes,Yes,No,No,25,15,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
3,3,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,3,both,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,Thursday,,Saturday,No,No,No,No,No,Yes,5,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,,,,,,,,,,,,,
24,5,No,0,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,Yes,0,0,both,0,0,Monday,,,,,,,,,,,Saturday,No,No,No,No,No,Yes,,12,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
42,5,No,0,private,No,0,No,,No,Disagree,Agree,Yes,4D,6-10 days,No,0,private,crossbow,No,Yes,Yes,No,No,8,Yes,4D,No,0,3,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,Thursday,,Saturday,No,Yes,Yes,No,No,No,4,10,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,,,,,,,,,,,,,
30,5,No,0,private,No,0,No,,No,Strongly Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,,,Yes,No,Yes,No,Yes,Yes,,16,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
30,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,2,public,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,10,13,Some college/vocational training,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
30,5,No,0,private,No,0,No,,No,,,No,,,,,,,,,,,,,Yes,4D,No,,0,private,,,Monday,Tuesday,Wednesday,,,,,,,,,,No,No,No,No,No,Yes,2,12,,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
7,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,2,both,0,0,Monday,,,,,Saturday,,,,,Friday,Saturday,No,No,Yes,No,No,No,8,,,,,,,,Resident Adult,,,,,,,,,,,,,,,,,
60,5,No,0,public,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,0,4,Monday,Tuesday,,,Friday,Saturday,,,,,,,No,No,No,No,No,No,106,16,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,2,,,,,,,,,,,1,
20,3,No,0,private,No,0,No,,No,Strongly Agree,Strongly Disagree,Yes,[Select the WMU],,No,0,,,,,,,,0,Yes,4D,No,0,12,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,Yes,No,No,5,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
60,5,No,0,both,No,1,No,,Yes,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,4D,6-10 days,No,0,both,vertical bow.,No,Yes,Yes,No,Yes,5,Yes,4D,No,0,10,both,0,10,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,Thursday,Friday,Saturday,No,Yes,Yes,No,Yes,Yes,5,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Senior,,,,,1,,,,,,,,,,,,
5,5,No,0,both,No,1,No,,No,Neither Agree nor Disagree,Agree,Yes,4D,More than 15 days,No,0,private,vertical bow.,Yes,Yes,Yes,Yes,Yes,15,Yes,4D,No,5,6,private,5,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,Yes,Yes,Yes,No,No,Yes,15,12,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Junior,,,,,,,,,,,,,,,,,
20,5,No,0,private,No,0,No,,No,,Strongly Agree,No,,,,,,,,,,,,,No,4D,No,0,50,private,0,0,,,,,,Saturday,,,,,,Saturday,No,Yes,No,No,No,Yes,1,35,Some college/vocational training,Country/rural,County/rural,Relative,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
25,5,No,0,private,No,0,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,1,2,private,0,0,Monday,Tuesday,,,,,,,,,Friday,Saturday,Yes,No,No,No,Yes,No,70,18,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
40,5,No,0,private,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,0,0,Monday,Tuesday,,,,Saturday,Monday,Tuesday,,,,Saturday,No,No,No,No,No,Yes,15,17,High school or less,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,Yes,,,,,,,,,,,,,,,,
20,5,No,0,public,No,0,No,,No,Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,0,0,Monday,Tuesday,,,,,,,,,,,No,No,No,No,No,No,40,40,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
43,5,No,0,both,,1,No,,No,Agree,Strongly Agree,Yes,4D,More than 15 days,No,0,both,crossbow,,Yes,Yes,Yes,Yes,,,4D,No,0,10,both,0,2,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,Yes,Yes,No,No,Yes,20,12,High school or less,,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
4,4,No,0,private,No,0,No,,No,Agree,Disagree,Yes,4D,3-5 days,No,0,private,crossbow,No,No,Yes,No,Yes,0,Yes,4D,No,0,0,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,0,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Junior,,,,,,,,,,,,,,,,,
34,5,Yes,1,private,Yes,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,1,2,private,,,Monday,Tuesday,Wednesday,Thursday,,,Monday,Tuesday,Wednesday,,,,No,,No,No,No,No,25,,,,,,,,Resident Adult,,,,,,,,,,,,,,,,,
3,3,No,0,public,Yes,0,Yes,MD,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,1,both,0,0,Monday,Tuesday,Wednesday,,,,,,,,,,No,Yes,No,No,No,No,150,43,Some college/vocational training,Country/rural,County/rural,Friend,Good (minor health problems or injuries),,Non-Resident Adult,,,,,,,,,,,,,,,,,
2,2,No,0,private,No,0,No,,No,Agree,Strongly Agree,Yes,4D,6-10 days,No,0,private,crossbow,No,No,No,No,No,,Yes,4D,No,0,0,private,0,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,No,,13,High school or less,Rural town/village,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Junior,,,,,1,,,,,,,,,,,,
30,5,Yes,0,both,No,0,No,,Yes,Neither Agree nor Disagree,Agree,Yes,4D,More than 15 days,No,0,private,vertical bow.,No,Yes,No,Yes,Yes,1,Yes,4D,Yes,0,10,both,0,11,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,Saturday,Yes,No,Yes,No,Yes,Yes,30,16,Some college/vocational training,Country/rural,County/rural,No one,Good (minor health problems or injuries),20,Resident Adult,,,,,,,,,,,,,,,,,
53,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,0,0,Monday,Tuesday,Wednesday,,,,,,,,,,No,Yes,No,No,No,Yes,35,16,High school or less,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Senior,,,,,2,,,,,,,,,,,,
25,4,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,2,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,,Thursday,Friday,Saturday,No,No,No,,Yes,Yes,25,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
